特征,Pearson相关系数,Spearman相关系数,Pearson绝对值,Spearman绝对值,Pearson强度
超滤系统出口氨氮_实时值,0.9764653459723738,0.9579602013138768,0.9764653459723738,0.9579602013138768,强
一级生化出口氨氮_实时值,0.6401306051808939,0.40689018901427226,0.6401306051808939,0.40689018901427226,中等
超滤系统出口PH值_HRT平均值,-0.27327260839386647,-0.38021755691880427,0.27327260839386647,0.38021755691880427,弱
一级生化出口PH值_HRT平均值,-0.27220052503922304,-0.33024348815969135,0.27220052503922304,0.33024348815969135,弱
超滤系统出口氨氮_HRT平均值,0.2100735062645661,0.4244035648450355,0.2100735062645661,0.4244035648450355,弱
一级生化出口COD_实时值,0.20490231515302812,0.20350406334732793,0.20490231515302812,0.20350406334732793,弱
一级生化出口总氮_实时值,-0.14129644683563877,-0.11112320481298264,0.14129644683563877,0.11112320481298264,很弱
一级生化出口总氮_HRT平均值,0.11611957817747325,0.13285433990146203,0.11611957817747325,0.13285433990146203,很弱
一级生化出口COD_HRT平均值,-0.10456572096349499,-0.12561197055565876,0.10456572096349499,0.12561197055565876,很弱
一级生化出口氨氮_HRT平均值,0.09297650999691692,0.21617360853116074,0.09297650999691692,0.21617360853116074,很弱
一级生化出口MLSS_实时值,0.08780630226144864,0.09108811594128907,0.08780630226144864,0.09108811594128907,很弱
超滤系统出口COD_HRT平均值,-0.08344029334794624,0.007593515578687738,0.08344029334794624,0.007593515578687738,很弱
一级生化出口MLSS_HRT平均值,0.0813826386509113,0.10122421915818085,0.0813826386509113,0.10122421915818085,很弱
厂区环境湿度_平均值,0.06820572373935332,0.03143634250247293,0.06820572373935332,0.03143634250247293,很弱
超滤系统出口PH值_实时值,-0.06470412293153319,-0.18933023701746102,0.06470412293153319,0.18933023701746102,很弱
循环流量1_平均值,0.04857613926751079,0.1264483349840297,0.04857613926751079,0.1264483349840297,很弱
硝化液回流流量_变化率,0.04717960863419286,0.013663030712679523,0.04717960863419286,0.013663030712679523,很弱
超滤系统出口COD_实时值,-0.03953698837522908,-0.060298186299404144,0.03953698837522908,0.060298186299404144,很弱
厂区环境温度_平均值,0.035333079994462196,0.16106934534712108,0.035333079994462196,0.16106934534712108,很弱
硝化液回流流量_平均值,0.024104480349127606,0.05914714704703135,0.024104480349127606,0.05914714704703135,很弱
一级生化出口PH值_实时值,0.02054045593649501,-0.05563643967387868,0.02054045593649501,0.05563643967387868,很弱
循环流量1_变化率,-0.019490117854872573,-0.015184296341296574,0.019490117854872573,0.015184296341296574,很弱
厂区环境温度_变化率,-0.01881459450496628,0.01149222160328698,0.01881459450496628,0.01149222160328698,很弱
厂区环境湿度_变化值,0.017021734432569657,-0.007033291483073289,0.017021734432569657,0.007033291483073289,很弱
硝化液回流流量_变化值,0.012171088032958698,-0.006087493423131699,0.012171088032958698,0.006087493423131699,很弱
厂区环境温度_变化值,-0.007065328881153781,-0.0032422454484929172,0.007065328881153781,0.0032422454484929172,很弱
厂区环境湿度_变化率,0.006636683453414019,-0.0071658365760622475,0.006636683453414019,0.0071658365760622475,很弱
循环流量1_变化值,-0.0011799753642946773,-0.011178727895485116,0.0011799753642946773,0.011178727895485116,很弱
一级生化出口SV30_实时值,,,,,常量/不可计算
一级生化出口SV30_HRT平均值,,,,,常量/不可计算
